Airline,Source,Destination,Total_Stops,Price,Price_USD,Duration_min,Journey_day,Journey_month,Dep_hour,Dep_min,Arr_hour,Arr_min
Jet Airways,Kolkata,Banglore,1,14151,169.812,505,18,5,9,35,18,0
Jet Airways,Delhi,Cochin,1,14714,176.568,660,1,6,8,0,19,0
Jet Airways,Banglore,Delhi,0,7229,86.748,180,6,4,7,10,10,10
Jet Airways,Delhi,Cochin,1,12242,146.904,1165,27,3,9,0,4,25
Jet Airways,Banglore,New Delhi,1,9134,109.608,325,15,3,7,0,12,25
IndiGo,Banglore,Delhi,0,3943,47.316,170,1,5,22,10,1,0
Air India,Banglore,Delhi,0,6961,83.532,165,1,6,10,0,12,45
Jet Airways,Mumbai,Hyderabad,2,23843,286.116,500,12,3,8,15,16,35
SpiceJet,Chennai,Kolkata,0,3597,43.164,135,24,5,9,45,12,0
Multiple carriers,Delhi,Cochin,1,7408,88.896,480,27,6,13,0,21,0
SpiceJet,Banglore,Delhi,0,3257,39.084,160,27,5,5,55,8,35
SpiceJet,Mumbai,Hyderabad,0,1965,23.580000000000002,90,6,5,5,45,7,15
Multiple carriers,Delhi,Cochin,1,9100,109.2,755,27,3,6,40,19,15
Air India,Mumbai,Hyderabad,0,3100,37.2,75,18,6,19,30,20,45
Jet Airways,Banglore,New Delhi,1,26890,322.68,625,1,3,8,0,18,25
Jet Airways,Banglore,Delhi,0,8016,96.19200000000001,180,24,6,17,45,20,45
Air India,Kolkata,Banglore,1,12173,146.076,1435,24,3,20,30,20,25
IndiGo,Delhi,Cochin,1,8784,105.408,965,27,5,4,55,21,0
IndiGo,Delhi,Cochin,1,5298,63.576,320,9,5,6,50,12,10
Jet Airways,Banglore,New Delhi,1,11087,133.044,1475,9,3,8,55,9,30
SpiceJet,Delhi,Cochin,1,5409,64.908,295,9,6,17,55,22,50
GoAir,Delhi,Cochin,1,5842,70.104,370,1,5,7,25,13,35
Jet Airways,Mumbai,Hyderabad,0,2228,26.736,90,18,3,15,50,17,20
SpiceJet,Chennai,Kolkata,0,3543,42.516,140,6,5,17,45,20,5
IndiGo,Kolkata,Banglore,1,7228,86.736,315,21,5,21,0,2,15
IndiGo,Delhi,Cochin,1,6287,75.444,425,15,4,5,5,12,10
Multiple carriers,Delhi,Cochin,1,13377,160.524,750,27,6,13,0,1,30
IndiGo,Kolkata,Banglore,0,6985,83.82000000000001,165,3,3,17,15,20,0
Air India,Delhi,Cochin,1,8372,100.464,375,3,6,13,0,19,15
Air India,Kolkata,Banglore,2,14687,176.244,1200,21,5,9,25,5,25
Jet Airways,Delhi,Cochin,0,9564,114.768,195,9,3,11,0,14,15
Vistara,Mumbai,Hyderabad,1,12080,144.96,480,12,3,8,45,16,45
Multiple carriers,Delhi,Cochin,2,18275,219.3,460,3,6,17,50,1,30
IndiGo,Delhi,Cochin,1,6093,73.116,810,6,6,7,30,21,0
Jet Airways,Delhi,Cochin,2,14861,178.332,1365,9,3,5,40,4,25
IndiGo,Kolkata,Banglore,0,4804,57.648,155,18,5,11,30,14,5
Jet Airways,Kolkata,Banglore,1,9314,111.768,1365,1,5,20,25,19,10
Multiple carriers,Delhi,Cochin,1,9794,117.528,615,9,5,8,45,19,0
Jet Airways,Delhi,Cochin,2,13029,156.348,810,21,5,5,30,19,0
SpiceJet,Kolkata,Banglore,0,3841,46.092,150,3,6,17,10,19,40
Jet Airways,Banglore,New Delhi,1,12284,147.40800000000002,315,18,3,8,0,13,15
Jet Airways,Delhi,Cochin,1,14714,176.568,395,9,6,21,50,4,25
Jet Airways,Kolkata,Banglore,1,7064,84.768,965,1,4,6,30,22,35
Jet Airways,Banglore,Delhi,0,5198,62.376000000000005,180,18,5,7,10,10,10
Jet Airways,Kolkata,Banglore,1,14781,177.372,590,15,5,6,30,16,20
Air India,Delhi,Cochin,2,13381,160.572,1380,24,6,20,15,19,15
Air India,Delhi,Cochin,0,6094,73.128,170,1,6,5,10,8,0
IndiGo,Delhi,Cochin,1,5298,63.576,320,1,6,6,50,12,10
Multiple carriers,Delhi,Cochin,1,7408,88.896,660,27,6,10,0,21,0
Jet Airways,Kolkata,Banglore,1,14388,172.656,890,12,5,21,10,12,0
Air India,Delhi,Cochin,2,9443,113.316,1410,24,6,19,45,19,15
Air India,Delhi,Cochin,2,11762,141.144,2170,3,3,7,5,19,15
Air India,Delhi,Cochin,1,7480,89.76,1255,27,6,12,30,9,25
IndiGo,Delhi,Cochin,0,5406,64.872,195,15,3,5,35,8,50
Jet Airways,Delhi,Cochin,0,9564,114.768,195,12,6,11,0,14,15
Jet Airways,Delhi,Cochin,2,10368,124.416,560,9,6,9,40,19,0
IndiGo,Delhi,Cochin,1,5636,67.632,315,9,5,7,15,12,30
SpiceJet,Mumbai,Hyderabad,0,1965,23.580000000000002,90,9,5,22,45,0,15
Jet Airways,Kolkata,Banglore,1,12739,152.868,450,12,6,21,10,4,40
IndiGo,Kolkata,Banglore,0,4148,49.776,155,12,3,14,20,16,55
IndiGo,Delhi,Cochin,1,7191,86.292,860,9,5,6,40,21,0
Jet Airways,Delhi,Cochin,1,10262,123.144,1280,6,6,7,5,4,25
Vistara,Kolkata,Banglore,1,12312,147.744,630,24,3,9,55,20,25
Jet Airways,Delhi,Cochin,1,10262,123.144,1485,3,6,18,15,19,0
Jet Airways,Delhi,Cochin,0,9564,114.768,195,15,6,11,0,14,15
Jet Airways,Kolkata,Banglore,1,13759,165.108,1335,24,3,6,30,4,45
Vistara,Kolkata,Banglore,1,8610,103.32000000000001,1640,6,5,17,0,20,20
Jet Airways,Delhi,Cochin,1,14714,176.568,360,15,6,13,0,19,0
IndiGo,Banglore,Delhi,0,4823,57.876,170,3,6,8,30,11,20
Air Asia,Delhi,Cochin,1,6451,77.412,470,27,5,7,55,15,45
Jet Airways,Delhi,Cochin,1,16079,192.948,300,21,5,14,0,19,0
Jet Airways,Delhi,Cochin,0,7202,86.424,195,1,6,11,0,14,15
IndiGo,Banglore,New Delhi,0,4944,59.328,170,24,3,23,30,2,20
SpiceJet,Banglore,Delhi,0,3625,43.5,160,1,6,5,55,8,35
Jet Airways,Kolkata,Banglore,1,9663,115.956,1315,9,5,14,5,12,0
Multiple carriers,Delhi,Cochin,1,9794,117.528,520,15,5,10,20,19,0
SpiceJet,Mumbai,Hyderabad,0,2437,29.244,90,1,5,13,15,14,45
Multiple carriers,Delhi,Cochin,1,13377,160.524,930,15,6,10,0,1,30
Jet Airways,Kolkata,Banglore,1,8586,103.032,520,6,6,20,0,4,40
Jet Airways,Banglore,New Delhi,1,19225,230.70000000000002,380,6,3,8,55,15,15
Jet Airways,Delhi,Cochin,1,15554,186.648,335,18,5,22,50,4,25
Jet Airways,Kolkata,Banglore,1,12121,145.452,750,1,5,9,35,22,5
IndiGo,Banglore,Delhi,0,3943,47.316,170,27,5,10,10,13,0
Jet Airways,Banglore,New Delhi,1,13555,162.66,695,18,3,21,25,9,0
IndiGo,Banglore,Delhi,0,4990,59.88,185,21,6,18,15,21,20
Air India,Delhi,Cochin,1,8854,106.248,1590,6,3,20,30,23,0
Multiple carriers,Delhi,Cochin,1,7878,94.536,540,27,5,7,10,16,10
Vistara,Banglore,New Delhi,0,8028,96.336,165,3,3,9,50,12,35
Jet Airways,Kolkata,Banglore,1,8586,103.032,800,9,5,18,55,8,15
Air India,Kolkata,Banglore,2,15164,181.96800000000002,1215,1,5,17,30,13,45
Jet Airways,Banglore,New Delhi,1,12284,147.40800000000002,495,18,3,7,0,15,15
Jet Airways,Mumbai,Hyderabad,0,4995,59.94,85,21,6,7,5,8,30
Multiple carriers,Delhi,Cochin,1,10051,120.61200000000001,630,27,5,8,45,19,15
Jet Airways,Kolkata,Banglore,1,9663,115.956,1200,21,5,14,5,10,5
Air India,Kolkata,Banglore,2,14424,173.088,1345,1,5,7,0,5,25
Jet Airways,Delhi,Cochin,1,14714,176.568,540,15,6,10,0,19,0
Air India,Mumbai,Hyderabad,0,3100,37.2,90,24,5,13,55,15,25
IndiGo,Delhi,Cochin,1,6493,77.916,320,6,6,17,5,22,25
Jet Airways,Kolkata,Banglore,1,14571,174.852,1025,6,6,6,30,23,35
Jet Airways,Delhi,Cochin,2,10368,124.416,810,15,6,5,30,19,0
Jet Airways,Delhi,Cochin,1,14714,176.568,805,3,6,15,0,4,25
SpiceJet,Chennai,Kolkata,0,3543,42.516,135,18,5,8,20,10,35
Air Asia,Kolkata,Banglore,1,6810,81.72,710,6,6,7,35,19,25
SpiceJet,Kolkata,Banglore,0,5201,62.412,150,24,3,9,0,11,30
Multiple carriers,Delhi,Cochin,1,13377,160.524,480,24,6,17,30,1,30
IndiGo,Delhi,Cochin,1,6093,73.116,810,9,4,7,30,21,0
Multiple carriers,Delhi,Cochin,3,15419,185.028,835,12,6,11,35,1,30
Air India,Kolkata,Banglore,2,13484,161.808,1255,21,5,16,50,13,45
Air India,Delhi,Cochin,1,8372,100.464,640,18,5,21,0,7,40
Air India,Banglore,New Delhi,2,8534,102.408,1625,15,3,8,15,11,20
Jet Airways,Banglore,Delhi,0,4030,48.36,180,15,5,17,45,20,45
Jet Airways,Delhi,Cochin,2,13292,159.504,1130,24,6,9,35,4,25
Jet Airways,Delhi,Cochin,2,13014,156.168,1375,24,6,5,30,4,25
Air India,Delhi,Cochin,1,16754,201.048,675,9,3,8,0,19,15
IndiGo,Kolkata,Banglore,0,6565,78.78,160,1,3,17,15,19,55
Jet Airways,Delhi,Cochin,1,16079,192.948,1210,27,5,22,50,19,0
Jet Airways,Delhi,Cochin,2,11507,138.084,910,9,5,21,25,12,35
Vistara,Mumbai,Hyderabad,1,12395,148.74,1555,6,3,7,30,9,25
IndiGo,Banglore,New Delhi,1,22153,265.836,300,1,3,19,35,0,35
Jet Airways,Delhi,Cochin,2,10919,131.028,1790,27,6,6,45,12,35
Jet Airways,Kolkata,Banglore,1,13759,165.108,455,24,3,21,10,4,45
Air India,Delhi,Cochin,0,6094,73.128,170,18,4,5,10,8,0
Air India,Kolkata,Banglore,2,11542,138.504,1700,21,5,9,25,13,45
Jet Airways,Delhi,Cochin,2,13376,160.512,1300,9,6,6,45,4,25
Jet Airways,Banglore,New Delhi,1,25735,308.82,1365,1,3,11,40,10,25
Jet Airways,Banglore,New Delhi,1,17471,209.65200000000002,1450,6,3,22,50,23,0
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,425,9,6,16,30,23,35
Air India,Delhi,Cochin,1,8372,100.464,760,3,6,19,0,7,40
IndiGo,Chennai,Kolkata,0,3858,46.296,145,15,6,11,35,14,0
IndiGo,Banglore,New Delhi,0,5694,68.328,165,15,3,1,30,4,15
Jet Airways,Delhi,Cochin,1,17234,206.808,1475,3,3,18,15,18,50
Jet Airways,Delhi,Cochin,2,11546,138.552,1140,9,4,9,25,4,25
Vistara,Banglore,New Delhi,0,8028,96.336,160,3,3,7,0,9,40
Jet Airways,Banglore,Delhi,0,8016,96.19200000000001,180,15,6,19,50,22,50
Air India,Kolkata,Banglore,1,10413,124.956,1435,24,5,20,30,20,25
Air India,Banglore,New Delhi,2,11948,143.376,665,12,3,11,5,22,10
Jet Airways,Mumbai,Hyderabad,0,3205,38.46,90,1,4,10,20,11,50
IndiGo,Banglore,Delhi,0,4423,53.076,170,18,5,13,0,15,50
Vistara,Banglore,New Delhi,0,4878,58.536,160,24,3,7,0,9,40
IndiGo,Delhi,Cochin,1,5912,70.944,310,15,4,17,5,22,15
Air India,Kolkata,Banglore,2,11411,136.93200000000002,1625,12,5,5,50,8,55
Multiple carriers,Delhi,Cochin,1,7618,91.416,840,24,6,7,0,21,0
Jet Airways,Banglore,Delhi,0,7229,86.748,175,12,4,15,15,18,10
IndiGo,Delhi,Cochin,1,6147,73.764,290,27,6,15,10,20,0
Jet Airways,Delhi,Cochin,2,14237,170.844,600,15,6,18,25,4,25
IndiGo,Delhi,Cochin,1,6101,73.212,355,21,3,7,45,13,40
Air India,Kolkata,Banglore,2,12324,147.888,765,21,5,16,50,5,35
Vistara,Banglore,New Delhi,1,18387,220.644,915,1,3,6,40,21,55
Jet Airways,Delhi,Cochin,1,10262,123.144,745,3,6,16,0,4,25
Jet Airways,Delhi,Cochin,1,10262,123.144,600,15,6,9,0,19,0
Jet Airways,Banglore,Delhi,0,7229,86.748,180,21,4,7,10,10,10
Air Asia,Kolkata,Banglore,0,3807,45.684,150,27,6,22,50,1,20
Multiple carriers,Delhi,Cochin,1,7695,92.34,620,21,3,15,15,1,35
Air India,Kolkata,Banglore,2,12723,152.67600000000002,1625,18,5,5,50,8,55
SpiceJet,Mumbai,Hyderabad,0,2175,26.1,90,15,5,13,15,14,45
IndiGo,Delhi,Cochin,1,6628,79.536,975,27,5,9,15,1,30
Jet Airways,Delhi,Cochin,2,13376,160.512,830,12,6,14,35,4,25
IndiGo,Kolkata,Banglore,0,4148,49.776,155,27,3,15,10,17,45
Jet Airways,Delhi,Cochin,2,9254,111.048,1380,27,3,5,25,4,25
Jet Airways,Banglore,Delhi,0,8016,96.19200000000001,185,24,6,18,55,22,0
Jet Airways,Banglore,Delhi,0,4030,48.36,180,1,5,17,45,20,45
Jet Airways,Banglore,Delhi,0,5198,62.376000000000005,180,12,5,17,45,20,45
Air Asia,Kolkata,Banglore,0,4409,52.908,150,15,4,19,55,22,25
Air India,Mumbai,Hyderabad,0,10082,120.98400000000001,90,1,3,13,55,15,25
Jet Airways,Kolkata,Banglore,1,9663,115.956,1200,18,5,14,5,10,5
SpiceJet,Banglore,Delhi,0,3971,47.652,160,3,4,5,55,8,35
IndiGo,Chennai,Kolkata,0,6297,75.56400000000001,140,15,3,7,55,10,15
SpiceJet,Banglore,Delhi,0,3573,42.876,160,9,5,5,55,8,35
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,510,21,5,14,5,22,35
IndiGo,Banglore,Delhi,0,4423,53.076,165,27,4,6,5,8,50
Jet Airways,Banglore,New Delhi,1,19225,230.70000000000002,435,6,3,14,5,21,20
IndiGo,Chennai,Kolkata,0,6297,75.56400000000001,145,12,3,22,5,0,30
SpiceJet,Kolkata,Banglore,0,3849,46.188,140,6,3,22,20,0,40
Multiple carriers,Delhi,Cochin,1,15078,180.936,450,6,3,8,0,15,30
IndiGo,Kolkata,Banglore,1,4205,50.46,265,12,5,19,20,23,45
Air India,Banglore,Delhi,0,5228,62.736000000000004,170,27,5,13,20,16,10
Multiple carriers,Delhi,Cochin,1,7408,88.896,840,6,6,7,0,21,0
Jet Airways,Banglore,Delhi,0,7229,86.748,175,9,6,11,10,14,5
Jet Airways,Delhi,Cochin,2,10919,131.028,830,15,6,14,35,4,25
Jet Airways,Banglore,Delhi,0,4544,54.528,175,1,5,15,15,18,10
Jet Airways,Delhi,Cochin,1,6540,78.48,1225,21,3,8,0,4,25
Jet Airways,Delhi,Cochin,2,9483,113.796,1420,21,3,19,10,18,50
Jet Airways,Delhi,Cochin,1,16079,192.948,540,21,5,10,0,19,0
Multiple carriers,Delhi,Cochin,1,13377,160.524,435,1,6,18,15,1,30
IndiGo,Banglore,Delhi,0,4823,57.876,175,3,6,18,55,21,50
Jet Airways,Kolkata,Banglore,1,14151,169.812,1075,15,5,17,0,10,55
GoAir,Kolkata,Banglore,1,6095,73.14,495,9,5,23,30,7,45
Air India,Delhi,Cochin,1,12029,144.348,555,27,5,10,0,19,15
Air India,Kolkata,Banglore,1,4437,53.244,965,6,4,19,0,11,5
IndiGo,Banglore,Delhi,0,3419,41.028,165,27,6,1,30,4,15
IndiGo,Banglore,Delhi,0,3943,47.316,170,1,4,10,10,13,0
Multiple carriers,Delhi,Cochin,1,13542,162.504,695,21,3,14,0,1,35
Air India,Delhi,Cochin,1,7174,86.08800000000001,320,27,6,17,40,23,0
IndiGo,Mumbai,Hyderabad,0,7417,89.004,85,9,3,9,10,10,35
Jet Airways,Delhi,Cochin,2,16704,200.448,900,9,5,13,25,4,25
Air India,Kolkata,Banglore,0,4435,53.22,155,18,3,20,45,23,20
Air India,Kolkata,Banglore,2,11432,137.184,1210,21,5,9,25,5,35
Air Asia,Banglore,Delhi,0,3383,40.596000000000004,170,21,6,23,55,2,45
IndiGo,Kolkata,Banglore,0,4804,57.648,155,21,4,4,40,7,15
Air Asia,Banglore,Delhi,0,3383,40.596000000000004,170,27,5,4,55,7,45
IndiGo,Kolkata,Banglore,1,6991,83.892,320,24,5,15,10,20,30
Air India,Delhi,Cochin,2,10441,125.292,2295,9,5,5,0,19,15
IndiGo,Delhi,Cochin,1,5073,60.876000000000005,265,21,3,7,35,12,0
Multiple carriers,Delhi,Cochin,1,7695,92.34,915,21,3,10,20,1,35
Air India,Delhi,Cochin,1,7480,89.76,765,24,5,20,40,9,25
Jet Airways,Delhi,Cochin,1,10262,123.144,1505,9,6,11,30,12,35
Jet Airways,Banglore,New Delhi,1,13817,165.804,750,12,3,22,55,11,25
Jet Airways,Kolkata,Banglore,1,13067,156.804,575,21,5,9,35,19,10
SpiceJet,Mumbai,Hyderabad,0,1965,23.580000000000002,90,6,6,13,15,14,45
IndiGo,Delhi,Cochin,1,6674,80.08800000000001,560,6,6,6,50,16,10
Air India,Mumbai,Hyderabad,2,16172,194.064,710,12,3,5,5,16,55
Multiple carriers,Delhi,Cochin,1,7268,87.21600000000001,385,24,6,12,50,19,15
Jet Airways,Banglore,New Delhi,1,17524,210.288,315,15,3,7,0,12,15
Multiple carriers,Delhi,Cochin,1,7888,94.656,450,21,5,18,0,1,30
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,6,6,19,5,20,35
Air India,Banglore,New Delhi,3,10573,126.876,715,3,3,12,0,23,55
Multiple carriers,Delhi,Cochin,1,11789,141.468,440,9,6,11,40,19,0
Jet Airways,Kolkata,Banglore,1,13067,156.804,1365,6,5,20,25,19,10
IndiGo,Banglore,New Delhi,0,4238,50.856,165,24,3,0,40,3,25
Multiple carriers,Delhi,Cochin,1,9794,117.528,690,21,5,7,30,19,0
Air India,Delhi,Cochin,2,7615,91.38,1580,21,3,7,5,9,25
Jet Airways,Delhi,Cochin,2,11664,139.968,2525,21,3,10,20,4,25
Jet Airways,Kolkata,Banglore,1,7064,84.768,800,1,4,6,30,19,50
IndiGo,Kolkata,Banglore,1,3809,45.708,265,15,4,19,20,23,45
SpiceJet,Kolkata,Banglore,0,3841,46.092,150,18,6,17,10,19,40
Multiple carriers,Delhi,Cochin,1,6795,81.54,830,27,5,11,40,1,30
IndiGo,Kolkata,Banglore,1,4565,54.78,290,24,4,15,15,20,5
IndiGo,Delhi,Cochin,1,12351,148.212,420,9,3,18,35,1,35
IndiGo,Delhi,Cochin,0,5021,60.252,195,18,3,21,5,0,20
Air India,Delhi,Cochin,2,10467,125.604,1220,21,5,13,5,9,25
Air India,Banglore,Delhi,0,6121,73.452,165,15,4,17,0,19,45
SpiceJet,Chennai,Kolkata,0,6300,75.60000000000001,140,15,3,17,45,20,5
Air Asia,Banglore,New Delhi,0,10715,128.58,170,1,3,5,50,8,40
Air India,Kolkata,Banglore,0,5510,66.12,150,24,5,14,15,16,45
Jet Airways,Banglore,Delhi,0,6144,73.72800000000001,185,3,5,18,55,22,0
Jet Airways,Delhi,Cochin,2,19329,231.948,1475,6,3,19,10,19,45
Air India,Mumbai,Hyderabad,2,13253,159.036,1840,6,3,12,45,19,25
Jet Airways,Kolkata,Banglore,1,13941,167.292,800,12,5,6,30,19,50
IndiGo,Kolkata,Banglore,0,4488,53.856,155,1,4,20,20,22,55
SpiceJet,Kolkata,Banglore,0,3841,46.092,155,3,6,6,55,9,30
Multiple carriers,Delhi,Cochin,1,7575,90.9,470,15,5,11,25,19,15
Air India,Delhi,Cochin,2,9968,119.616,1595,27,5,16,40,19,15
Jet Airways,Delhi,Cochin,2,15129,181.548,1775,9,5,13,25,19,0
IndiGo,Kolkata,Banglore,1,4864,58.368,330,6,5,7,10,12,40
Air India,Delhi,Cochin,1,7480,89.76,965,3,6,17,20,9,25
Multiple carriers,Delhi,Cochin,1,15867,190.404,710,6,3,7,0,18,50
Jet Airways,Kolkata,Banglore,1,13067,156.804,750,21,5,9,35,22,5
Air India,Kolkata,Banglore,1,8366,100.392,905,9,5,16,50,7,55
Air India,Delhi,Cochin,2,21571,258.85200000000003,1820,3,3,12,55,19,15
Air Asia,Banglore,Delhi,0,4282,51.384,170,12,5,4,55,7,45
Air India,Delhi,Cochin,2,13591,163.092,1580,9,5,16,55,19,15
Vistara,Kolkata,Banglore,1,7927,95.124,1625,1,4,20,20,23,25
Jet Airways,Delhi,Cochin,1,14714,176.568,1680,3,6,15,0,19,0
Jet Airways,Banglore,New Delhi,1,11087,133.044,1275,12,3,18,55,16,10
Air India,Delhi,Cochin,1,28322,339.86400000000003,1660,1,3,4,0,7,40
Jet Airways,Kolkata,Banglore,1,9314,111.768,1570,1,5,17,0,19,10
IndiGo,Delhi,Cochin,1,7060,84.72,290,9,6,15,10,20,0
IndiGo,Chennai,Kolkata,0,7900,94.8,145,1,3,11,35,14,0
Jet Airways,Mumbai,Hyderabad,0,5678,68.136,85,24,6,2,55,4,20
IndiGo,Kolkata,Banglore,1,4860,58.32,275,24,4,19,35,0,10
SpiceJet,Mumbai,Hyderabad,0,2017,24.204,90,1,5,5,45,7,15
IndiGo,Kolkata,Banglore,1,5069,60.828,290,12,6,8,10,13,0
Vistara,Kolkata,Banglore,1,9397,112.764,1655,9,6,7,10,10,45
IndiGo,Delhi,Cochin,1,5073,60.876000000000005,300,6,4,10,35,15,35
Air India,Kolkata,Banglore,3,15145,181.74,1040,24,3,5,55,23,15
Multiple carriers,Delhi,Cochin,1,8099,97.188,600,24,6,9,15,19,15
Air India,Banglore,New Delhi,1,14594,175.12800000000001,480,6,3,11,50,19,50
IndiGo,Delhi,Cochin,0,4729,56.748000000000005,185,27,3,14,30,17,35
IndiGo,Kolkata,Banglore,0,4804,57.648,155,21,5,22,15,0,50
Jet Airways,Delhi,Cochin,2,19644,235.728,440,27,5,11,40,19,0
Air India,Delhi,Cochin,2,8656,103.872,1410,27,3,19,45,19,15
Jet Airways,Delhi,Cochin,2,13014,156.168,1615,9,6,9,40,12,35
IndiGo,Delhi,Cochin,1,6442,77.304,570,27,3,6,40,16,10
Jet Airways,Delhi,Cochin,1,12373,148.476,1415,9,5,13,0,12,35
Jet Airways,Kolkata,Banglore,1,10539,126.468,1730,6,6,9,35,14,25
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,800,21,5,20,0,9,20
Vistara,Kolkata,Banglore,1,8452,101.424,965,6,6,17,0,9,5
IndiGo,Delhi,Cochin,1,7144,85.72800000000001,835,18,5,8,35,22,30
SpiceJet,Banglore,New Delhi,0,5126,61.512,170,9,3,20,30,23,20
Multiple carriers,Delhi,Cochin,1,6795,81.54,390,12,6,19,0,1,30
Jet Airways,Kolkata,Banglore,1,8586,103.032,775,12,5,21,10,10,5
SpiceJet,Kolkata,Banglore,0,4439,53.268,145,18,5,9,0,11,25
SpiceJet,Banglore,New Delhi,0,6205,74.46000000000001,175,15,3,9,35,12,30
IndiGo,Banglore,Delhi,0,4284,51.408,175,6,5,0,30,3,25
Jet Airways,Kolkata,Banglore,1,14571,174.852,425,6,6,16,30,23,35
Air Asia,Kolkata,Banglore,0,3807,45.684,150,6,4,19,55,22,25
SpiceJet,Kolkata,Banglore,0,3850,46.2,160,6,3,6,55,9,35
SpiceJet,Kolkata,Banglore,1,8479,101.748,435,18,5,11,35,18,50
Multiple carriers,Delhi,Cochin,1,8073,96.876,720,18,5,9,0,21,0
IndiGo,Banglore,Delhi,0,3943,47.316,170,1,6,13,0,15,50
IndiGo,Chennai,Kolkata,0,4332,51.984,145,9,5,11,35,14,0
SpiceJet,Kolkata,Banglore,0,4174,50.088,150,27,4,17,10,19,40
Air India,Banglore,New Delhi,1,14594,175.12800000000001,1265,1,3,11,50,8,55
Jet Airways,Delhi,Cochin,2,11507,138.084,810,3,6,5,30,19,0
Multiple carriers,Delhi,Cochin,1,6093,73.116,920,15,6,7,10,22,30
IndiGo,Banglore,New Delhi,0,8033,96.396,175,24,3,18,25,21,20
IndiGo,Banglore,Delhi,0,4823,57.876,180,27,6,16,55,19,55
Jet Airways,Delhi,Cochin,2,13292,159.504,910,3,6,21,25,12,35
Multiple carriers,Delhi,Cochin,1,9526,114.312,455,15,6,11,40,19,15
SpiceJet,Kolkata,Banglore,0,3815,45.78,140,21,3,22,20,0,40
IndiGo,Chennai,Kolkata,0,3597,43.164,140,27,6,13,15,15,35
Jet Airways,Delhi,Cochin,2,13376,160.512,830,15,6,14,35,4,25
SpiceJet,Mumbai,Hyderabad,0,2017,24.204,90,9,5,5,45,7,15
Air India,Kolkata,Banglore,2,11853,142.236,955,24,3,9,25,1,20
Jet Airways,Delhi,Cochin,1,10262,123.144,360,12,6,13,0,19,0
SpiceJet,Chennai,Kolkata,0,3859,46.308,155,24,3,9,30,12,5
Air India,Kolkata,Banglore,2,12744,152.928,1345,9,6,7,0,5,25
Multiple carriers,Delhi,Cochin,2,18485,221.82,460,1,6,17,50,1,30
Air India,Kolkata,Banglore,2,13227,158.724,1385,6,5,9,50,8,55
IndiGo,Chennai,Kolkata,0,3597,43.164,140,21,6,19,35,21,55
IndiGo,Kolkata,Banglore,0,4804,57.648,150,12,5,15,15,17,45
IndiGo,Banglore,Delhi,0,4423,53.076,165,15,6,6,5,8,50
Jet Airways,Delhi,Cochin,1,10262,123.144,1295,9,6,15,0,12,35
SpiceJet,Chennai,Kolkata,0,3543,42.516,135,6,5,9,45,12,0
IndiGo,Kolkata,Banglore,0,4174,50.088,160,12,4,21,25,0,5
SpiceJet,Delhi,Cochin,1,7084,85.008,375,9,3,16,35,22,50
Air India,Kolkata,Banglore,2,14960,179.52,1385,15,5,9,50,8,55
Jet Airways,Kolkata,Banglore,1,13339,160.068,590,24,3,6,30,16,20
Jet Airways,Banglore,Delhi,0,7229,86.748,180,12,4,8,20,11,20
IndiGo,Delhi,Cochin,1,6818,81.816,665,18,5,5,5,16,10
Jet Airways,Delhi,Cochin,2,13376,160.512,1300,6,6,6,45,4,25
IndiGo,Delhi,Cochin,1,6316,75.792,630,9,6,15,0,1,30
Air India,Delhi,Cochin,0,5201,62.412,185,18,6,18,5,21,10
IndiGo,Delhi,Cochin,1,10958,131.496,305,18,5,23,30,4,35
IndiGo,Chennai,Kolkata,0,3858,46.296,145,21,6,11,35,14,0
Jet Airways,Delhi,Cochin,1,10262,123.144,360,9,6,13,0,19,0
Air India,Kolkata,Banglore,1,8996,107.952,245,24,5,9,10,13,15
Jet Airways,Delhi,Cochin,2,8098,97.176,2315,27,3,5,10,19,45
SpiceJet,Chennai,Kolkata,0,3543,42.516,135,1,5,8,20,10,35
Multiple carriers,Delhi,Cochin,1,10529,126.348,690,24,5,7,30,19,0
Jet Airways,Delhi,Cochin,1,7438,89.256,995,21,3,2,15,18,50
Jet Airways,Delhi,Cochin,1,12373,148.476,865,9,5,14,0,4,25
IndiGo,Banglore,Delhi,0,4823,57.876,175,27,5,7,10,10,5
Jet Airways,Banglore,Delhi,0,5769,69.228,180,21,6,8,20,11,20
Multiple carriers,Delhi,Cochin,1,9042,108.504,380,21,3,7,0,13,20
Air India,Delhi,Cochin,1,4697,56.364000000000004,965,6,4,17,20,9,25
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,345,9,5,14,5,19,50
Air Asia,Banglore,Delhi,0,8420,101.04,170,9,6,4,55,7,45
Multiple carriers,Delhi,Cochin,1,7563,90.756,540,6,3,7,10,16,10
Air India,Delhi,Cochin,1,7480,89.76,765,15,5,20,40,9,25
Jet Airways,Banglore,Delhi,0,4030,48.36,175,6,5,11,10,14,5
Multiple carriers,Delhi,Cochin,1,6513,78.156,920,12,6,7,10,22,30
Jet Airways,Kolkata,Banglore,1,8355,100.26,435,9,6,10,20,17,35
